CASEID,SNRLGSVC,SNRLGIMP,SNRLDCSN,SNRLFRND
701,6-24,Strongly Agree,Strongly Agree,Disagree
702,99,99,99,99
703,52+,Strongly Agree,Strongly Agree,Strongly Agree
704,99,99,99,99
705,0,99,99,Strongly Disagree
706,52+,Agree,Disagree,Disagree
707,99,99,99,99
708,1-2,Strongly Agree,Strongly Agree,Strongly Disagree
709,0,Agree,Agree,Disagree
710,99,99,99,99
711,1-2,Agree,Agree,Strongly Disagree
712,99,99,99,99
713,99,99,99,99
714,52+,Strongly Agree,Strongly Agree,Strongly Agree
715,52+,Strongly Agree,Strongly Agree,Agree
716,99,99,99,99
717,99,99,99,99
718,0,Disagree,Disagree,Strongly Disagree
719,52+,Strongly Agree,Strongly Agree,Strongly Agree
720,99,99,99,99
721,52+,Strongly Agree,Strongly Agree,Agree
722,0,Agree,Disagree,Strongly Disagree
723,99,99,99,99
724,6-24,Strongly Agree,Strongly Agree,Disagree
725,0,Strongly Agree,Agree,Strongly Agree
726,99,99,99,99
727,1-2,Agree,Agree,Agree
728,99,99,99,99
729,25-52,Agree,Disagree,Strongly Disagree
730,6-24,Agree,Agree,Agree
731,0,Disagree,Disagree,Disagree
732,3-5,99,99,Disagree
733,99,99,99,99
734,25-52,Strongly Disagree,Strongly Agree,Strongly Disagree
735,99,99,99,99
736,1-2,Disagree,Disagree,Disagree
737,25-52,Agree,Disagree,Disagree
738,3-5,Strongly Agree,Strongly Agree,Strongly Disagree
739,3-5,Strongly Agree,Strongly Agree,Disagree
740,6-24,Agree,Agree,Disagree
741,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
742,99,99,99,99
743,99,99,99,99
744,0,Agree,Agree,Strongly Disagree
745,0,Disagree,Disagree,Disagree
746,6-24,Agree,Disagree,Disagree
747,3-5,Agree,Agree,Strongly Disagree
748,99,99,99,99
749,52+,Strongly Agree,Strongly Agree,Agree
750,1-2,Agree,Agree,Disagree
751,99,99,99,99
752,6-24,Agree,Agree,Strongly Disagree
753,1-2,Agree,Agree,Agree
754,0,Strongly Disagree,Disagree,Strongly Disagree
755,0,Strongly Disagree,Disagree,Disagree
756,99,99,99,99
757,99,99,99,99
758,25-52,Strongly Agree,Strongly Agree,Disagree
759,1-2,Agree,Agree,Strongly Disagree
760,25-52,Agree,Strongly Agree,Disagree
761,99,99,99,99
762,1-2,Agree,Agree,Agree
763,99,99,99,99
764,1-2,99,Agree,Disagree
765,0,Agree,Agree,Disagree
766,0,Agree,Agree,Disagree
767,0,Disagree,Agree,Strongly Disagree
768,25-52,Agree,Agree,Agree
769,99,99,99,99
770,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
771,52+,Strongly Agree,Strongly Agree,Disagree
772,99,99,99,99
773,0,Disagree,Agree,Agree
774,25-52,Strongly Agree,Strongly Agree,Disagree
775,99,99,99,99
776,52+,Strongly Agree,Agree,Disagree
777,1-2,Disagree,Disagree,Strongly Disagree
778,99,99,99,99
779,6-24,Strongly Disagree,Agree,Disagree
780,99,99,99,99
781,99,99,99,99
782,99,99,99,99
783,99,99,99,99
784,0,Agree,Agree,Disagree
785,3-5,Disagree,Disagree,Disagree
786,99,99,99,99
787,99,99,99,99
788,0,Disagree,Disagree,Disagree
789,99,99,99,99
790,0,Agree,Agree,Agree
791,99,99,99,99
792,0,Strongly Disagree,Strongly Agree,99
793,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
794,99,99,99,99
795,99,99,99,99
796,99,99,99,99
797,1-2,99,Agree,Strongly Disagree
798,99,99,99,99
799,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
800,6-24,Agree,Agree,Disagree
801,6-24,Agree,Agree,Agree
802,99,99,99,99
803,99,99,99,99
804,0,Disagree,Agree,Strongly Disagree
805,25-52,Agree,Agree,Strongly Disagree
806,99,99,99,99
807,6-24,Agree,Agree,Agree
808,0,Strongly Agree,Disagree,Disagree
809,1-2,99,Agree,Disagree
810,0,Strongly Agree,Agree,Strongly Disagree
811,99,99,99,99
812,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
813,6-24,Strongly Agree,Agree,Strongly Disagree
814,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
815,0,Disagree,Disagree,Strongly Disagree
816,99,99,99,99
817,0,Agree,Agree,Disagree
818,99,99,99,99
819,6-24,Strongly Agree,Strongly Agree,Agree
820,0,Agree,Disagree,Disagree
821,6-24,Disagree,Disagree,Strongly Disagree
822,1-2,Agree,Agree,Disagree
823,1-2,Strongly Agree,Agree,Disagree
824,6-24,Agree,Disagree,Disagree
825,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
826,25-52,Strongly Disagree,Strongly Disagree,Agree
827,6-24,Strongly Agree,Strongly Agree,Strongly Disagree
828,99,99,99,99
829,6-24,Strongly Agree,Strongly Agree,Agree
830,99,99,99,99
831,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
832,25-52,Strongly Agree,Agree,Disagree
833,99,99,99,99
834,3-5,Agree,Disagree,Disagree
835,99,99,99,99
836,3-5,Agree,Agree,Strongly Disagree
837,3-5,Strongly Agree,Strongly Agree,Disagree
838,1-2,Strongly Agree,Agree,Agree
839,99,99,99,99
840,52+,Strongly Agree,Strongly Agree,Agree
841,52+,Agree,Agree,Agree
842,1-2,Strongly Disagree,Agree,Agree
843,99,99,99,99
844,25-52,Disagree,Disagree,Strongly Disagree
845,99,99,99,99
846,99,99,99,99
847,6-24,Agree,Agree,Disagree
848,99,99,99,99
849,1-2,Strongly Disagree,Strongly Disagree,Agree
850,0,Agree,Agree,Disagree
851,3-5,Agree,Disagree,Strongly Disagree
852,0,Agree,Agree,Disagree
853,0,Agree,Agree,Agree
854,0,Disagree,Disagree,Strongly Disagree
855,1-2,Disagree,Strongly Disagree,Strongly Disagree
856,25-52,Strongly Agree,Strongly Agree,Strongly Agree
857,0,99,99,99
858,0,Agree,Agree,Disagree
859,99,99,99,99
860,0,Disagree,Strongly Disagree,Strongly Disagree
861,99,99,99,99
862,25-52,Strongly Agree,Strongly Agree,Disagree
863,0,99,99,Disagree
864,25-52,Strongly Agree,Strongly Agree,Strongly Agree
865,99,99,99,99
866,6-24,Agree,Agree,Disagree
867,99,99,99,99
868,25-52,Strongly Agree,Agree,Disagree
869,1-2,Strongly Agree,Strongly Agree,Agree
870,99,99,99,99
871,99,99,99,99
872,99,99,99,99
873,25-52,Strongly Disagree,Strongly Disagree,Agree
874,99,99,99,99
875,6-24,Strongly Agree,Strongly Agree,Agree
876,99,99,99,99
877,99,99,99,99
878,3-5,Agree,Agree,Strongly Disagree
879,0,Agree,Agree,Disagree
880,0,Agree,Agree,Disagree
881,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
882,0,Agree,Agree,Agree
883,0,Agree,Agree,Agree
884,1-2,Strongly Agree,Strongly Agree,Agree
885,3-5,Strongly Disagree,Agree,Disagree
886,52+,Strongly Agree,Agree,Disagree
887,99,99,99,99
888,3-5,Agree,Agree,Disagree
889,52+,Strongly Agree,Strongly Agree,Agree
890,99,99,99,99
891,99,99,99,99
892,52+,Strongly Agree,Strongly Agree,Strongly Agree
893,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
894,52+,Strongly Agree,Strongly Agree,Strongly Agree
895,0,Agree,Agree,Disagree
896,0,Disagree,Strongly Disagree,Strongly Disagree
897,0,Strongly Agree,Strongly Agree,Disagree
898,3-5,Agree,Agree,Agree
899,0,Agree,Disagree,Strongly Disagree
900,99,99,99,99
901,0,Agree,Agree,Agree
902,99,99,99,99
903,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
904,25-52,Agree,Disagree,Strongly Disagree
905,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
906,99,99,99,99
907,1-2,Disagree,Disagree,Disagree
908,0,Disagree,Disagree,Strongly Disagree
909,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
910,6-24,Strongly Agree,Strongly Agree,Agree
911,52+,Strongly Agree,Strongly Agree,Strongly Agree
912,1-2,Disagree,Disagree,Disagree
913,1-2,Agree,Disagree,Strongly Disagree
914,6-24,Strongly Agree,Agree,Agree
915,99,99,99,99
916,3-5,Agree,Agree,Disagree
917,0,Disagree,Strongly Disagree,Strongly Disagree
918,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
919,6-24,Strongly Agree,Strongly Agree,Agree
920,99,99,99,99
921,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
922,1-2,Agree,Agree,Agree
923,52+,Strongly Agree,Strongly Agree,Agree
924,1-2,Disagree,Disagree,Strongly Disagree
925,99,99,99,99
926,3-5,Agree,Strongly Agree,Agree
927,99,99,99,99
928,0,Disagree,Disagree,Strongly Disagree
929,25-52,Strongly Agree,Agree,Disagree
930,0,Disagree,Disagree,Strongly Disagree
931,52+,Strongly Agree,Strongly Agree,Agree
932,99,99,99,99
933,6-24,Disagree,Agree,Strongly Disagree
934,0,Disagree,Strongly Disagree,Strongly Disagree
935,52+,Strongly Agree,Strongly Agree,Agree
936,99,99,99,99
937,0,Disagree,Strongly Disagree,Strongly Disagree
938,6-24,Strongly Disagree,Strongly Disagree,Strongly Disagree
939,99,99,99,99
940,99,99,99,99
941,0,Agree,Agree,Disagree
942,99,99,99,99
943,99,99,99,99
944,6-24,Strongly Agree,Strongly Agree,Agree
945,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
946,99,99,99,99
947,25-52,Strongly Agree,Strongly Agree,Strongly Agree
948,25-52,Strongly Agree,Strongly Agree,Agree
949,0,Disagree,Agree,Disagree
950,0,Disagree,Disagree,Strongly Disagree
951,99,99,99,99
952,0,Agree,Disagree,Strongly Disagree
953,6-24,Strongly Agree,Agree,Strongly Disagree
954,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
955,99,99,99,99
956,52+,Strongly Agree,Agree,Strongly Disagree
957,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
958,0,Strongly Agree,Agree,Disagree
959,6-24,Strongly Agree,Agree,Disagree
960,25-52,Strongly Agree,Strongly Agree,Disagree
961,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
962,99,99,99,99
963,1-2,Agree,Agree,Disagree
964,99,99,99,99
965,0,Disagree,Disagree,Strongly Disagree
966,1-2,Agree,Disagree,Strongly Disagree
967,1-2,Agree,Disagree,Disagree
968,1-2,Disagree,Disagree,Disagree
969,99,99,99,99
970,0,Disagree,Strongly Disagree,Disagree
971,0,Agree,Strongly Disagree,Strongly Disagree
972,99,99,99,99
973,0,Agree,Disagree,Strongly Disagree
974,52+,Strongly Agree,Strongly Agree,Disagree
975,99,99,99,99
976,0,Strongly Agree,Agree,Strongly Agree
977,0,Disagree,Disagree,Disagree
978,25-52,Strongly Disagree,Strongly Disagree,Agree
979,0,Disagree,Disagree,Disagree
980,52+,Strongly Agree,Strongly Agree,Strongly Agree
981,99,99,99,99
982,3-5,99,99,99
983,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
984,99,99,99,99
985,99,99,99,99
986,0,Disagree,Disagree,Disagree
987,1-2,Disagree,Disagree,Disagree
988,1-2,Agree,Agree,Agree
989,99,99,99,99
990,99,99,99,99
991,99,99,99,99
992,0,Agree,Agree,Agree
993,1-2,Strongly Agree,Strongly Agree,Disagree
994,52+,Strongly Agree,Strongly Agree,Agree
995,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
996,0,Agree,Agree,Agree
997,3-5,Agree,Agree,Agree
998,99,99,99,99
999,3-5,Strongly Agree,Strongly Agree,Strongly Disagree
1000,99,99,99,99
1001,25-52,Strongly Agree,Agree,Disagree
1002,25-52,Agree,Agree,Disagree
1003,99,99,99,99
1004,0,Disagree,Disagree,Disagree
1005,99,99,99,99
1006,25-52,Agree,Agree,Disagree
1007,0,Disagree,Disagree,Disagree
1008,99,99,99,99
1009,1-2,Agree,Agree,Agree
1010,6-24,Agree,Agree,Strongly Disagree
1011,99,99,99,99
1012,99,99,99,99
1013,99,99,99,99
1014,99,99,99,99
1015,0,Agree,Disagree,Disagree
1016,6-24,Disagree,Disagree,Strongly Disagree
1017,99,99,99,99
1018,52+,Strongly Agree,Strongly Agree,Strongly Agree
1019,99,99,99,99
1020,3-5,Strongly Agree,Strongly Agree,Agree
1021,99,99,99,99
1022,1-2,Agree,Agree,Strongly Disagree
1023,0,Agree,Agree,Disagree
1024,6-24,Disagree,Disagree,Strongly Agree
1025,1-2,Agree,Disagree,Disagree
1026,99,99,99,99
1027,0,Disagree,Strongly Disagree,Strongly Disagree
1028,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1029,1-2,Agree,Agree,Disagree
1030,99,99,99,99
1031,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
1032,0,Agree,Agree,Strongly Disagree
1033,0,Disagree,Disagree,Strongly Disagree
1034,99,99,99,99
1035,0,Agree,Agree,Disagree
1036,99,99,99,99
1037,6-24,Agree,Agree,Strongly Disagree
1038,6-24,Strongly Agree,Agree,Disagree
1039,52+,Strongly Agree,Strongly Agree,Disagree
1040,0,Strongly Agree,Strongly Agree,Disagree
1041,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1042,1-2,Agree,Agree,Disagree
1043,99,99,99,99
1044,1-2,Agree,Agree,Disagree
1045,99,99,99,99
1046,3-5,Disagree,Disagree,Disagree
1047,99,99,99,99
1048,99,99,99,99
1049,1-2,Disagree,Disagree,Disagree
1050,99,99,99,99
1051,0,Disagree,Disagree,Disagree
1052,6-24,Agree,Agree,Strongly Disagree
1053,3-5,Agree,Agree,Strongly Disagree
1054,99,99,99,99
1055,6-24,Strongly Agree,Strongly Agree,Agree
1056,99,99,99,99
1057,1-2,Disagree,Disagree,Disagree
1058,3-5,Agree,Disagree,Strongly Disagree
1059,52+,Strongly Agree,Strongly Agree,Agree
1060,99,99,99,99
1061,99,99,99,99
1062,52+,Strongly Agree,Strongly Agree,Strongly Agree
1063,99,99,99,99
1064,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1065,99,99,99,99
1066,6-24,Strongly Agree,Strongly Agree,Agree
1067,99,99,99,99
1068,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1069,0,Agree,Agree,Disagree
1070,3-5,Agree,Disagree,Disagree
1071,0,Agree,Agree,Disagree
1072,6-24,Strongly Disagree,Strongly Disagree,Strongly Disagree
1073,0,Strongly Agree,Strongly Agree,Agree
1074,99,99,99,99
1075,6-24,Agree,Agree,Agree
1076,99,99,99,99
1077,99,99,99,99
1078,0,Disagree,Disagree,Strongly Disagree
1079,99,99,99,99
1080,0,Strongly Agree,Agree,Disagree
1081,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
1082,6-24,Agree,Agree,Strongly Disagree
1083,99,99,99,99
1084,0,Agree,Strongly Agree,Strongly Agree
1085,0,Agree,Agree,Disagree
1086,52+,Strongly Agree,Strongly Agree,Strongly Agree
1087,0,Agree,Agree,Strongly Agree
1088,3-5,Disagree,Disagree,Disagree
1089,3-5,Strongly Disagree,Strongly Disagree,Disagree
1090,25-52,Agree,Agree,Disagree
1091,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1092,3-5,Agree,Agree,Agree
1093,0,Disagree,Agree,Disagree
1094,99,99,99,99
1095,99,99,99,99
1096,99,99,99,99
1097,3-5,Strongly Agree,Strongly Agree,Disagree
1098,0,Agree,Agree,Agree
1099,1-2,Strongly Agree,Strongly Agree,Strongly Agree
1100,3-5,Agree,Agree,Disagree
1101,3-5,Disagree,Disagree,Strongly Disagree
1102,3-5,Agree,Agree,Disagree
1103,25-52,Strongly Agree,Strongly Agree,Agree
1104,25-52,Strongly Agree,Strongly Agree,Agree
1105,1-2,Strongly Agree,Agree,Strongly Disagree
1106,6-24,Strongly Agree,Strongly Agree,Agree
1107,52+,Strongly Agree,Strongly Agree,Agree
1108,99,99,99,99
1109,0,Agree,Agree,Agree
1110,3-5,Agree,Agree,Disagree
1111,99,99,99,99
1112,99,99,99,99
1113,99,99,99,99
1114,25-52,Agree,Agree,Agree
1115,3-5,Strongly Agree,Strongly Agree,Disagree
1116,25-52,Strongly Agree,Strongly Agree,Disagree
1117,1-2,Strongly Agree,Strongly Agree,Strongly Agree
1118,0,Agree,Agree,Agree
1119,0,Agree,Agree,Strongly Disagree
1120,99,99,99,99
1121,99,99,99,99
1122,1-2,Strongly Agree,Strongly Agree,Disagree
1123,6-24,Strongly Disagree,Strongly Disagree,Disagree
1124,6-24,Agree,Agree,Disagree
1125,6-24,Agree,Agree,Strongly Disagree
1126,99,99,99,99
1127,0,Strongly Agree,Agree,Strongly Disagree
1128,52+,Strongly Agree,Agree,Disagree
1129,99,99,99,99
1130,1-2,Agree,Agree,Strongly Agree
1131,0,Disagree,Strongly Disagree,Strongly Disagree
1132,99,99,99,99
1133,6-24,Agree,Agree,Disagree
1134,99,99,99,99
1135,0,Agree,Agree,Strongly Disagree
1136,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1137,6-24,Agree,Disagree,Disagree
1138,99,99,99,99
1139,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1140,6-24,Agree,Agree,Disagree
1141,99,99,99,99
1142,6-24,Disagree,Agree,Agree
1143,99,99,99,99
1144,3-5,Agree,Strongly Agree,Strongly Disagree
1145,1-2,Strongly Agree,Strongly Agree,Strongly Agree
1146,6-24,Strongly Agree,Strongly Agree,Agree
1147,25-52,Strongly Agree,Agree,Agree
1148,6-24,Agree,Disagree,Strongly Disagree
1149,99,99,99,99
1150,0,Strongly Agree,Agree,Disagree
1151,99,99,99,99
1152,99,99,99,99
1153,0,Strongly Agree,Agree,Strongly Disagree
1154,99,99,99,99
1155,99,99,99,99
1156,99,99,99,99
1157,0,Agree,Strongly Agree,Strongly Disagree
1158,25-52,Agree,Agree,Disagree
1159,99,99,99,99
1160,6-24,Agree,Agree,Agree
1161,3-5,Agree,Disagree,Strongly Disagree
1162,6-24,Agree,Agree,Disagree
1163,0,Strongly Agree,Disagree,Disagree
1164,99,99,99,99
1165,1-2,Strongly Disagree,Disagree,Disagree
1166,0,Agree,Disagree,Strongly Disagree
1167,3-5,Agree,Agree,99
1168,25-52,Agree,Agree,Strongly Agree
1169,1-2,Strongly Agree,Strongly Agree,Disagree
1170,99,99,99,99
1171,1-2,Strongly Agree,Strongly Agree,Strongly Agree
1172,99,99,99,99
1173,52+,Strongly Agree,Agree,Disagree
1174,3-5,Agree,Disagree,Disagree
1175,99,99,99,99
1176,99,99,99,99
1177,25-52,Agree,Agree,Strongly Disagree
1178,99,99,99,99
1179,0,Agree,Agree,Agree
1180,3-5,Agree,Agree,Agree
1181,52+,Strongly Disagree,Strongly Disagree,Strongly Disagree
1182,52+,Strongly Agree,Strongly Agree,Agree
1183,3-5,Agree,Agree,Agree
1184,99,99,99,99
1185,1-2,Agree,Agree,Disagree
1186,99,99,99,99
1187,3-5,Strongly Disagree,Strongly Agree,Agree
1188,0,Strongly Disagree,99,99
1189,52+,Strongly Agree,Strongly Agree,Agree
1190,99,99,99,99
1191,0,Agree,Disagree,Disagree
1192,6-24,Strongly Agree,Agree,Strongly Disagree
1193,99,99,99,99
1194,0,Agree,Agree,Strongly Disagree
1195,0,Agree,99,Strongly Disagree
1196,3-5,Strongly Agree,Agree,Disagree
1197,0,Strongly Agree,Strongly Agree,Agree
1198,99,99,99,99
1199,99,99,99,99
1200,6-24,Strongly Disagree,Strongly Agree,Disagree
1201,0,Strongly Disagree,Disagree,Disagree
1202,99,99,99,99
1203,6-24,Strongly Agree,Strongly Agree,Disagree
1204,3-5,Agree,Disagree,Disagree
1205,99,99,99,99
1206,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1207,99,99,99,99
1208,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1209,1-2,Agree,Agree,Strongly Disagree
1210,99,99,99,99
1211,0,Agree,Strongly Disagree,Strongly Disagree
1212,25-52,Strongly Agree,Strongly Agree,Disagree
1213,0,Disagree,Disagree,Disagree
1214,0,Agree,Agree,Agree
1215,1-2,Strongly Disagree,Strongly Disagree,Disagree
1216,99,99,99,99
1217,6-24,Strongly Agree,Strongly Agree,Agree
1218,25-52,Strongly Agree,Strongly Agree,Disagree
1219,1-2,Agree,Disagree,Strongly Disagree
1220,0,Agree,Agree,Disagree
1221,25-52,Strongly Agree,Strongly Agree,Agree
1222,6-24,Agree,Agree,Disagree
1223,1-2,Agree,Agree,Agree
1224,0,Disagree,Agree,Strongly Disagree
1225,25-52,Strongly Agree,Agree,Agree
1226,52+,Strongly Agree,Strongly Agree,Strongly Agree
1227,0,Strongly Agree,Strongly Agree,Strongly Agree
1228,99,99,99,99
1229,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1230,6-24,Strongly Agree,Strongly Agree,Agree
1231,99,99,99,99
1232,99,99,99,99
1233,99,99,99,99
1234,52+,Strongly Agree,Strongly Agree,Agree
1235,0,Agree,Disagree,Disagree
1236,0,Disagree,Disagree,Strongly Disagree
1237,1-2,Agree,Agree,Disagree
1238,6-24,Strongly Agree,Strongly Agree,Disagree
1239,99,99,99,99
1240,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
1241,99,99,99,99
1242,99,99,99,99
1243,3-5,Strongly Agree,Agree,Disagree
1244,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1245,99,99,99,99
1246,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1247,1-2,Agree,Agree,Disagree
1248,0,Strongly Agree,Strongly Agree,Strongly Agree
1249,52+,Strongly Agree,Strongly Agree,Disagree
1250,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1251,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
1252,99,99,99,99
1253,99,99,99,99
1254,0,Strongly Agree,Agree,Agree
1255,25-52,Strongly Agree,Strongly Agree,Disagree
1256,99,99,99,99
1257,1-2,Strongly Agree,Strongly Agree,Strongly Agree
1258,0,Agree,Disagree,Strongly Disagree
1259,99,99,99,99
1260,52+,Strongly Agree,Strongly Agree,Agree
1261,99,99,99,99
1262,52+,Strongly Agree,Strongly Agree,Strongly Agree
1263,99,99,99,99
1264,99,99,99,99
1265,99,99,99,99
1266,6-24,Disagree,Disagree,Disagree
1267,0,Disagree,Agree,Strongly Disagree
1268,99,99,99,99
1269,6-24,Strongly Agree,Agree,Disagree
1270,99,99,99,99
1271,0,Agree,Agree,Disagree
1272,6-24,Strongly Agree,Strongly Agree,Strongly Agree
1273,6-24,Agree,Agree,Agree
1274,52+,Strongly Agree,Strongly Agree,Strongly Agree
1275,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1276,52+,Strongly Agree,Strongly Agree,Strongly Agree
1277,99,99,99,99
1278,52+,Strongly Agree,Agree,Agree
1279,1-2,Agree,Agree,Disagree
1280,0,Agree,Agree,Strongly Disagree
1281,3-5,Agree,Agree,Disagree
1282,52+,Strongly Agree,Strongly Agree,Strongly Agree
1283,6-24,Strongly Agree,Strongly Agree,Agree
1284,99,99,99,99
1285,1-2,Disagree,Disagree,Strongly Disagree
1286,6-24,Strongly Agree,Agree,Disagree
1287,25-52,Agree,Agree,Disagree
1288,0,Agree,Agree,Agree
1289,6-24,Agree,Agree,Agree
1290,0,Disagree,Disagree,Disagree
1291,99,99,99,99
1292,52+,Strongly Agree,Strongly Agree,Agree
1293,99,99,99,99
1294,0,Strongly Disagree,Disagree,Disagree
1295,25-52,Strongly Agree,Strongly Agree,Agree
1296,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1297,99,99,99,99
1298,0,Disagree,Agree,Disagree
1299,52+,Agree,Disagree,Disagree
1300,99,99,99,99
1301,3-5,Agree,Agree,Disagree
1302,0,Agree,Agree,Disagree
1303,99,99,99,99
1304,0,Strongly Agree,Strongly Agree,Disagree
1305,99,99,99,99
1306,6-24,Strongly Agree,Agree,Disagree
1307,99,99,99,99
1308,1-2,Agree,Agree,Agree
1309,25-52,Disagree,Disagree,Strongly Disagree
1310,99,99,99,99
1311,0,Strongly Agree,Strongly Agree,Strongly Agree
1312,0,Strongly Agree,Strongly Agree,Strongly Agree
1313,0,Strongly Agree,Agree,Strongly Disagree
1314,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1315,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1316,99,99,99,99
1317,3-5,Agree,Agree,Disagree
1318,25-52,Strongly Agree,Strongly Agree,Agree
1319,1-2,Disagree,Strongly Disagree,Disagree
1320,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
1321,6-24,Strongly Agree,Agree,Strongly Disagree
1322,0,Agree,Agree,Disagree
1323,0,Agree,Agree,Disagree
1324,6-24,Agree,Agree,Disagree
1325,6-24,Disagree,Disagree,Strongly Disagree
